Id,Attended2016
30403,0
22156,0
18703,0
6632,0
27735,0
7935,0
221,1
10879,0
10411,0
10747,0
6449,0
11313,0
3548,0
8850,0
13938,0
13727,0
8731,0
5759,0
27953,0
4055,0
7204,0
2332,1
8612,0
9376,0
26333,0
8986,0
21129,0
12162,0
12380,0
12040,0
9604,0
17312,0
6895,0
10641,0
21890,0
8720,0
8021,0
27439,0
13453,0
4080,0
4544,0
26963,0
27853,0
13069,0
14165,0
27714,0
22311,0
19805,0
7570,0
5777,0
21730,0
11143,0
14751,0
5812,0
14699,0
9726,0
12489,0
7931,0
6452,0
729,1
7036,0
10857,0
12114,0
30289,0
5677,0
12475,0
18621,0
18119,0
19554,0
3712,0
12002,0
15586,0
29573,0
16258,0
20028,0
17522,0
13608,0
22167,0
4352,0
8286,0
30106,0
7348,0
20059,0
17034,0
28379,0
14115,0
10450,0
20428,0
22558,0
17573,0
14200,0
8161,0
11512,0
17331,0
9700,0
11145,0
1175,1
22286,0
10812,0
3310,0
15067,0
4310,0
26843,0
15012,0
4340,0
14670,0
19395,0
26263,0
18029,0
16646,0
26594,0
14019,0
15499,0
17457,0
7403,0
26178,0
27908,0
7686,0
9564,0
13390,0
20438,0
11534,0
14731,0
7639,0
9925,0
17190,0
3894,0
2927,1
28917,0
4689,0
13953,0
3276,0
6863,0
29528,0
18796,0
27889,0
26834,0
19553,0
3502,0
4547,0
21741,0
16671,0
7198,0
28769,0
4624,0
16064,0
22340,0
15106,0
4458,0
22656,0
24252,0
10513,0
20725,0
4253,0
11367,0
29806,0
5062,0
27204,0
26252,0
13432,0
3203,0
17538,0
17460,0
29882,0
9891,0
4121,0
19607,0
19633,0
16066,0
7008,0
11222,0
27436,0
18340,0
15734,0
5234,0
8135,0
10591,0
12267,0
8785,0
16181,0
15452,0
12679,0
10898,0
8162,0
5400,0
14151,0
20933,0
4931,0
3358,0
8359,0
19457,0
6450,0
21859,0
26322,0
3136,0
15078,0
17248,0
14612,0
8595,0
6460,0
30295,0
29134,0
12931,0
5356,0
12742,0
16239,0
22696,0
19212,0
22327,0
4612,0
6013,0
5073,0
1084,1
28492,0
10099,0
20828,0
11194,0
27952,0
3352,0
3589,0
721,1
8110,0
20434,0
26550,0
26661,0
7774,0
27352,0
11028,0
3401,0
29050,0
22223,0
26845,0
5014,0
11548,0
7746,0
26182,0
14173,0
11225,0
19962,0
1613,1
16247,0
5441,0
14131,0
18044,0
29248,0
16283,0
6730,0
26404,0
4615,0
17705,0
3829,0
13219,0
18481,0
17471,0
17074,0
4792,0
10653,0
28078,0
22101,0
17256,0
28689,0
11235,0
22057,0
18064,0
6105,0
1954,1
29359,0
11336,0
26774,0
14137,0
13461,0
22348,0
15753,0
10432,0
14596,0
28681,0
4304,0
30085,0
12846,0
13120,0
11922,0
7294,0
9561,0
19314,0
8336,0
16385,0
27212,0
1886,1
15308,0
28945,0
10098,0
21933,0
19146,0
13763,0
26183,0
14530,0
21591,0
17932,0
16769,0
17160,0
2351,1
8585,0
4751,0
22213,0
22579,0
19935,0
26431,0
18055,0
6667,0
7109,0
30025,0
26265,0
12625,0
10807,0
29414,0
18818,0
28287,0
21813,0
22716,0
26829,0
21642,0
7322,0
10185,0
17168,0
12860,0
2250,1
16546,0
5770,0
17986,0
27816,0
15367,0
5607,0
26426,0
26201,0
13495,0
12318,0
30122,0
4820,0
6035,0
13379,0
26437,0
22791,0
30130,0
5255,0
16607,0
17808,0
3297,0
9685,0
3736,0
8576,0
1075,1
26247,0
16966,0
27909,0
6177,0
14838,0
15043,0
9356,0
21989,0
17013,0
6855,0
11672,0
10304,0
27710,0
4497,0
15790,0
26823,0
17363,0
26372,0
3116,0
7233,0
19536,0
18184,0
16909,0
10994,0
3252,0
14007,0
10502,0
5945,0
14726,0
20785,0
10468,0
20399,0
4307,0
8568,0
27395,0
13911,0
23409,0
21997,0
28636,0
19966,0
7185,0
27903,0
10758,0
10280,0
2897,1
13739,0
10686,0
5427,0
18702,0
26669,0
12238,0
30220,0
9595,0
14763,0
15978,0
3038,0
27482,0
20034,0
19646,0
6779,0
20420,0
14072,0
21769,0
29221,0
29028,0
22071,0
29230,0
1665,1
17202,0
26092,0
13741,0
27178,0
13306,0
13794,0
22434,0
9819,0
12544,0
4429,0
11618,0
4666,0
15943,0
4487,0
7243,0
11252,0
4859,0
3637,0
21652,0
19462,0
28111,0
17858,0
17373,0
29444,0
21248,0
4975,0
12296,0
11642,0
3896,0
6234,0
9932,0
12294,0
11466,0
15258,0
18166,0
14480,0
14791,0
9959,0
15795,0
21947,0
21669,0
7864,0
10506,0
20310,0
11937,0
17945,0
14719,0
26761,0
21892,0
26243,0
29058,0
14600,0
16949,0
3011,0
18344,0
4293,0
8272,0
1246,1
11942,0
4432,0
28397,0
12720,0
29725,0
11739,0
18661,0
19059,0
13417,0
26068,0
10231,0
14484,0
19495,0
29684,0
14508,0
6793,0
14798,0
8525,0
7919,0
22464,0
2475,1
13441,0
28171,0
29441,0
11283,0
14714,0
13373,0
6781,0
14472,0
16542,0
26807,0
15794,0
7818,0
18578,0
4092,0
20697,0
24076,0
28963,0
3926,0
30362,0
1058,1
3061,0
21278,0
752,1
7505,0
16447,0
22075,0
21960,0
22398,0
7019,0
23659,0
28742,0
10877,0
6946,0
16640,0
20639,0
26118,0
6437,0
9850,0
16975,0
8241,0
21525,0
15460,0
27025,0
26568,0
27659,0
12993,0
7252,0
29402,0
21327,0
11372,0
19953,0
14797,0
21221,0
3702,0
18455,0
11344,0
2392,1
15241,0
13269,0
27371,0
15490,0
9828,0
8464,0
22700,0
11960,0
8369,0
4103,0
10091,0
18864,0
27264,0
6025,0
29556,0
9218,0
22,1
6129,0
9734,0
8746,0
13329,0
959,1
3481,0
29417,0
4247,0
27944,0
13386,0
20408,0
11031,0
5696,0
19426,0
27449,0
786,1
21035,0
19775,0
21272,0
9413,0
3193,0
22864,0
11142,0
16169,0
22184,0
29168,0
3735,0
14582,0
19241,0
28398,0
13574,0
5380,0
16315,0
8908,0
3430,0
18984,0
10180,0
1844,1
74,1
3554,0
29505,0
198,1
21826,0
6688,0
18026,0
17820,0
8442,0
7867,0
14550,0
20943,0
21886,0
13943,0
29515,0
17767,0
26969,0
6109,0
1837,1
3687,0
13062,0
28237,0
19469,0
21733,0
15529,0
693,1
14776,0
3198,0
6607,0
8263,0
17400,0
4498,0
20704,0
15637,0
10109,0
3846,0
14095,0
22559,0
2899,1
2820,1
26200,0
14393,0
20667,0
20608,0
29475,0
18950,0
12401,0
271,1
18290,0
10004,0
5523,0
3796,0
13289,0
15775,0
29332,0
16810,0
5593,0
5059,0
30053,0
12564,0
8818,0
30364,0
26327,0
14925,0
612,1
29836,0
21852,0
18688,0
16223,0
12218,0
21536,0
4095,0
15997,0
13584,0
3945,0
18545,0
21771,0
15455,0
10979,0
14147,0
19499,0
27243,0
13912,0
10746,0
6387,0
9881,0
9780,0
3770,0
29683,0
13375,0
21080,0
15123,0
4221,0
11818,0
12998,0
10049,0
10840,0
10406,0
12143,0
16650,0
14793,0
26096,0
15952,0
6392,0
13475,0
18826,0
14562,0
14806,0
22739,0
28948,0
14973,0
27194,0
21064,0
12761,0
7311,0
3755,0
10024,0
17510,0
17878,0
8387,0
16089,0
22669,0
12428,0
21438,0
7175,0
21247,0
16553,0
6903,0
12297,0
10323,0
6217,0
28285,0
18042,0
3181,0
22593,0
7309,0
3617,0
1307,1
13433,0
6636,0
6785,0
26325,0
22150,0
9912,0
15616,0
21261,0
2415,1
17353,0
12228,0
8570,0
6645,0
17125,0
17282,0
19017,0
2233,1
15883,0
10228,0
30265,0
28654,0
19491,0
12320,0
8544,0
29082,0
2783,1
15718,0
8433,0
27626,0
12658,0
17675,0
12258,0
30071,0
9048,0
11537,0
30371,0
18009,0
22017,0
22420,0
12438,0
18137,0
6411,0
3849,0
7939,0
17775,0
5536,0
16397,0
19661,0
18930,0
20582,0
22645,0
29246,0
14790,0
28011,0
7048,0
7288,0
19937,0
5415,0
8046,0
17658,0
20727,0
11453,0
13715,0
6546,0
18871,0
11046,0
4393,0
17807,0
21094,0
8172,0
22919,0
10447,0
28567,0
30399,0
10589,0
9962,0
5071,0
9333,0
18247,0
29527,0
18968,0
3084,0
13047,0
15823,0
21932,0
26638,0
27841,0
7468,0
29204,0
9369,0
13500,0
10477,0
9198,0
11854,0
13835,0
18321,0
28315,0
12700,0
30415,0
21115,0
12462,0
3269,0
22342,0
3260,0
17317,0
28525,0
8314,0
21585,0
123,1
14416,0
8662,0
9391,0
20959,0
3745,0
11107,0
20023,0
10197,0
7782,0
12268,0
9858,0
26410,0
7169,0
15289,0
3447,0
10740,0
20105,0
26580,0
17953,0
18768,0
22816,0
11112,0
8178,0
16627,0
5539,0
15435,0
6816,0
27552,0
6553,0
14732,0
3275,0
1895,1
3324,0
13952,0
27723,0
22881,0
5529,0
30386,0
29982,0
21803,0
28302,0
3693,0
7466,0
154,1
19728,0
21661,0
19562,0
6939,0
5057,0
10990,0
19204,0
27995,0
29708,0
22168,0
13087,0
19807,0
26642,0
5794,0
14337,0
833,1
12451,0
6679,0
21226,0
11535,0
6570,0
8672,0
6425,0
24271,0
13045,0
10510,0
9311,0
19527,0
4437,0
29891,0
8835,0
26917,0
8822,0
26841,0
13698,0
481,1
17809,0
4303,0
18070,0
30152,0
18085,0
12212,0
15540,0
16248,0
12262,0
289,1
12713,0
28499,0
15574,0
19307,0
7027,0
18466,0
19647,0
6494,0
15601,0
29670,0
5848,0
14735,0
12908,0
918,1
7942,0
19593,0
26717,0
12017,0
17686,0
11730,0
20902,0
6288,0
21427,0
3923,0
4484,0
4422,0
27440,0
12948,0
21690,0
16094,0
18527,0
29295,0
28261,0
27602,0
17416,0
20842,0
26204,0
7820,0
10305,0
27175,0
6353,0
15483,0
11155,0
22221,0
18908,0
5740,0
8948,0
8482,0
8962,0
28185,0
10592,0
9791,0
10014,0
28837,0
18488,0
22759,0
12125,0
12513,0
20822,0
19664,0
4229,0
11073,0
29948,0
4335,0
6986,0
27675,0
4272,0
21322,0
30002,0
7543,0
15558,0
6132,0
28660,0
5023,0
8929,0
8269,0
30305,0
3072,0
5750,0
20008,0
28512,0
27535,0
27307,0
4040,0
16269,0
21637,0
7823,0
2619,1
27338,0
29329,0
17428,0
28526,0
28666,0
9301,0
5860,0
19157,0
27871,0
13468,0
21161,0
16738,0
12432,0
15056,0
15704,0
26625,0
29540,0
15337,0
30379,0
29262,0
6769,0
4252,0
9435,0
19513,0
15378,0
3933,0
4659,0
3549,0
5917,0
9005,0
5013,0
11853,0
28942,0
18932,0
22731,0
15083,0
16398,0
26084,0
20654,0
11401,0
3701,0
21498,0
22405,0
12109,0
9222,0
6543,0
4691,0
20948,0
22574,0
26051,0
6251,0
15758,0
26474,0
26570,0
15924,0
21181,0
6659,0
18398,0
30306,0
16536,0
28665,0
13198,0
26046,0
26793,0
8134,0
10378,0
17452,0
26762,0
4986,0
7957,0
15115,0
7556,0
5735,0
19333,0
14742,0
14447,0
29367,0
21386,0
14540,0
5034,0
6037,0
4994,0
16708,0
15581,0
14353,0
16873,0
11755,0
1593,1
17666,0
29811,0
14786,0
30214,0
28393,0
17586,0
19772,0
5114,0
16548,0
14346,0
15225,0
11067,0
24290,0
16859,0
22370,0
27328,0
9776,0
8624,0
4844,0
20200,0
5251,0
7558,0
26405,0
29906,0
18857,0
15561,0
8030,0
4101,0
10461,0
17613,0
29429,0
11911,0
5159,0
15256,0
18069,0
21708,0
28797,0
6529,0
30262,0
15310,0
17659,0
14589,0
4129,0
15898,0
9798,0
16175,0
6979,0
2272,1
15354,0
12795,0
11616,0
9888,0
10620,0
18338,0
957,1
26071,0
15181,0
21493,0
19648,0
30016,0
19515,0
3403,0
10999,0
12675,0
20821,0
11169,0
13140,0
23218,0
13486,0
30013,0
2701,1
16547,0
14435,0
12743,0
28436,0
17859,0
13144,0
17995,0
26048,0
26211,0
26854,0
18544,0
8614,0
30031,0
5170,0
10430,0
8832,0
2816,1
14349,0
7553,0
30284,0
6600,0
9553,0
18542,0
5093,0
12147,0
26826,0
17275,0
15801,0
26150,0
22332,0
29710,0
11689,0
25665,0
30397,0
22792,0
14190,0
20516,0
19893,0
11195,0
1592,1
18516,0
17672,0
15488,0
29258,0
2353,1
26192,0
8590,0
4449,0
13692,0
3818,0
29397,0
12979,0
7816,0
20876,0
14526,0
7708,0
19985,0
17515,0
3498,0
8265,0
5882,0
17220,0
6088,0
5507,0
29618,0
11189,0
30168,0
16468,0
26055,0
20470,0
5395,0
27783,0
18961,0
21343,0
17911,0
17584,0
5905,0
16968,0
27220,0
28270,0
18662,0
18667,0
14619,0
26650,0
20502,0
28065,0
19355,0
4894,0
5704,0
18011,0
18581,0
15922,0
13464,0
23080,0
17912,0
16286,0
5553,0
6289,0
12557,0
26548,0
10967,0
13596,0
22274,0
29467,0
5272,0
22882,0
22403,0
12913,0
28522,0
2267,1
28898,0
14077,0
6691,0
4622,0
22303,0
11660,0
7623,0
11552,0
6687,0
18718,0
18395,0
22733,0
14620,0
21743,0
13035,0
22647,0
27526,0
2703,1
9568,0
12014,0
16470,0
25235,0
16102,0
14399,0
3334,0
5987,0
16596,0
20161,0
7235,0
9939,0
26316,0
10267,0
8930,0
16798,0
29238,0
18959,0
11746,0
1917,1
8395,0
10372,0
6442,0
27404,0
8045,0
19559,0
1289,1
29841,0
27237,0
11171,0
9559,0
8112,0
27876,0
14164,0
12048,0
4380,0
28333,0
20123,0
1792,1
20859,0
17170,0
9477,0
18153,0
7611,0
3419,0
10125,0
13767,0
6422,0
20829,0
10031,0
15119,0
21496,0
20494,0
14195,0
7150,0
12518,0
16568,0
8053,0
16056,0
19832,0
5326,0
29459,0
12284,0
22361,0
28968,0
20095,0
12346,0
6248,0
20520,0
19721,0
11564,0
9715,0
23,1
29282,0
4274,0
6200,0
7301,0
19406,0
5379,0
19047,0
21266,0
17397,0
8783,0
29413,0
5426,0
19128,0
16979,0
19402,0
16512,0
8968,0
29331,0
26900,0
18202,0
26543,0
11852,0
28908,0
14745,0
17466,0
12097,0
20784,0
28897,0
3051,0
16746,0
13931,0
11140,0
29890,0
8658,0
6309,0
6188,0
6465,0
17632,0
6185,0
22742,0
10741,0
11137,0
13542,0
15298,0
20693,0
28435,0
6375,0
11023,0
22470,0
11640,0
21760,0
13571,0
10335,0
12345,0
6836,0
21465,0
3822,0
15100,0
28464,0
6726,0
12944,0
5340,0
29086,0
15720,0
14027,0
16317,0
16868,0
996,1
29552,0
10861,0
29965,0
17478,0
28242,0
28685,0
29666,0
22224,0
1449,1
10903,0
27480,0
15066,0
12308,0
22375,0
10950,0
21478,0
16469,0
9830,0
22577,0
18651,0
19004,0
30288,0
22510,0
10749,0
9454,0
15431,0
29392,0
5916,0
5614,0
15625,0
29076,0
8773,0
18238,0
8297,0
30180,0
16254,0
28365,0
29821,0
10665,0
6754,0
2837,1
28469,0
14030,0
19455,0
14318,0
14420,0
21802,0
7557,0
8154,0
13214,0
14385,0
19132,0
17770,0
29572,0
14969,0
28179,0
5121,0
12786,0
11573,0
15333,0
19620,0
29831,0
22552,0
23480,0
11183,0
14354,0
9898,0
14249,0
17580,0
21191,0
9304,0
18632,0
26600,0
12724,0
27380,0
18328,0
28495,0
5049,0
17469,0
11286,0
5473,0
15735,0
28201,0
19701,0
9993,0
15650,0
27506,0
30230,0
9758,0
7484,0
28932,0
6207,0
7749,0
